start,peak,end,flare_class,flux
2019-02-10 14:47:00,2019-02-10 14:54:00,2019-02-10 14:50:00,53,0.00014
2019-02-10 14:47:00,2019-02-10 15:04:00,2019-02-10 14:54:00,66,0.00052
2019-02-10 14:48:00,2019-02-10 14:54:00,2019-02-10 14:52:00,78,0.00017
2019-02-10 14:48:00,2019-02-10 15:11:00,2019-02-10 15:01:00,19,0.0021
2019-02-10 14:48:00,2019-02-10 15:12:00,2019-02-10 14:54:00,B,
2019-02-10 14:48:00,2019-02-10 14:56:00,2019-02-10 14:53:00,21,6.9e-05
2019-02-10 14:48:00,2019-02-10 15:00:00,2019-02-10 14:54:00,38,0.002
2019-02-10 14:48:00,2019-02-10 15:06:00,2019-02-10 14:58:00,21,0.00018
2019-02-10 14:48:00,2019-02-10 14:58:00,2019-02-10 14:53:00,C,
2019-02-10 14:48:00,2019-02-10 14:57:00,2019-02-10 14:52:00,73,0.00037
2019-02-10 14:48:00,2019-02-10 15:58:00,2019-02-10 15:45:00,13,0.0034
2019-02-10 14:48:00,2019-02-10 15:26:00,2019-02-10 15:05:00,79,0.013
2019-02-10 14:48:00,2019-02-10 15:08:00,2019-02-10 14:58:00,56,0.00047
2019-02-10 14:48:00,2019-02-10 15:04:00,2019-02-10 14:52:00,50,0.00039
2019-02-10 14:49:00,2019-02-10 15:28:00,2019-02-10 15:20:00,M,
2019-02-10 14:49:00,2019-02-10 15:32:00,2019-02-10 15:01:00,C,
2019-02-10 14:49:00,2019-02-10 15:38:00,2019-02-10 15:24:00,15,0.0028
2019-02-10 14:49:00,2019-02-10 15:05:00,2019-02-10 14:55:00,74,0.00057
2019-02-10 14:49:00,2019-02-10 14:55:00,2019-02-10 14:53:00,86,0.00019
2019-02-10 14:49:00,2019-02-10 15:09:00,2019-02-10 14:59:00,24,0.0022
2019-02-10 14:50:00,2019-02-10 15:19:00,2019-02-10 15:03:00,10,0.0012
2019-02-10 14:50:00,2019-02-10 15:01:00,2019-02-10 14:57:00,42,0.00019
2019-02-10 14:50:00,2019-02-10 14:55:00,2019-02-10 14:53:00,10,0.00016
2019-02-10 14:50:00,2019-02-10 14:55:00,2019-02-10 14:53:00,10,0.00015
2019-02-10 14:50:00,2019-02-10 15:12:00,2019-02-10 15:00:00,78,0.0077
2019-02-10 14:50:00,2019-02-10 14:57:00,2019-02-10 14:54:00,42,0.00012
2019-02-10 14:50:00,2019-02-10 15:01:00,2019-02-10 14:56:00,72,0.00033
2019-02-10 14:51:00,2019-02-10 14:58:00,2019-02-10 14:56:00,14,0.00037
2019-02-10 14:51:00,2019-02-10 15:18:00,2019-02-10 15:13:00,C,
2019-02-10 14:51:00,2019-02-10 15:07:00,2019-02-10 14:58:00,53,0.00048
2019-02-10 14:51:00,2019-02-10 15:24:00,2019-02-10 15:07:00,M,
2019-02-10 14:51:00,2019-02-10 15:01:00,2019-02-10 14:59:00,75,0.0019
2019-02-10 14:51:00,2019-02-10 15:05:00,2019-02-10 14:58:00,C,
2019-02-10 14:51:00,2019-02-10 15:13:00,2019-02-10 15:07:00,C,
2019-02-10 14:51:00,2019-02-10 15:12:00,2019-02-10 15:03:00,21,0.16
2019-02-10 14:52:00,2019-02-10 14:58:00,2019-02-10 14:55:00,53,0.00012
2019-02-10 14:52:00,2019-02-10 15:17:00,2019-02-10 14:59:00,39,0.0044
2019-02-10 14:52:00,2019-02-10 15:15:00,2019-02-10 15:04:00,32,0.0034
2019-02-10 14:52:00,2019-02-10 14:58:00,2019-02-10 14:56:00,C,
2019-02-10 14:53:00,2019-02-10 14:59:00,2019-02-10 14:56:00,C,
2019-02-10 14:53:00,2019-02-10 15:03:00,2019-02-10 14:59:00,C,
2019-02-10 14:53:00,2019-02-10 16:07:00,2019-02-10 15:47:00,B,
2019-02-10 14:53:00,2019-02-10 15:34:00,2019-02-10 15:12:00,42,0.00082
2019-02-10 14:54:00,2019-02-10 15:09:00,2019-02-10 15:04:00,C,
2019-02-10 14:54:00,2019-02-10 15:04:00,2019-02-10 15:02:00,C,
2019-02-10 14:54:00,2019-02-10 15:01:00,2019-02-10 14:59:00,C,
2019-02-10 14:54:00,2019-02-10 15:12:00,2019-02-10 14:59:00,87,0.00076
2019-02-10 14:55:00,2019-02-10 15:01:00,2019-02-10 14:59:00,62,0.00013
2019-02-10 14:55:00,2019-02-10 15:17:00,2019-02-10 15:06:00,17,0.0017
2019-02-10 14:55:00,2019-02-10 15:27:00,2019-02-10 15:08:00,11,0.015
2019-02-10 14:55:00,2019-02-10 15:11:00,2019-02-10 14:59:00,58,0.0046
2019-02-10 14:55:00,2019-02-10 15:02:00,2019-02-10 14:59:00,14,0.00037
2019-02-10 14:55:00,2019-02-10 16:13:00,2019-02-10 15:42:00,C,
2019-02-10 14:55:00,2019-02-10 15:07:00,2019-02-10 15:00:00,C,
2019-02-10 14:56:00,2019-02-10 15:08:00,2019-02-10 15:03:00,23,0.001
2019-02-10 14:56:00,2019-02-10 15:02:00,2019-02-10 15:00:00,13,0.00029
2019-02-10 14:56:00,2019-02-10 15:15:00,2019-02-10 15:03:00,C,
2019-02-10 14:56:00,2019-02-10 15:29:00,2019-02-10 15:20:00,C,
2019-02-10 14:56:00,2019-02-10 15:07:00,2019-02-10 15:00:00,12,0.0006
2019-02-10 14:57:00,2019-02-10 15:04:00,2019-02-10 15:01:00,C,
2019-02-10 14:57:00,2019-02-10 15:05:00,2019-02-10 15:00:00,C,
2019-02-10 14:57:00,2019-02-10 15:41:00,2019-02-10 15:20:00,14,0.021
2019-02-10 14:57:00,2019-02-10 15:10:00,2019-02-10 15:02:00,25,0.00014
2019-02-10 14:57:00,2019-02-10 15:05:00,2019-02-10 15:01:00,C,
2019-02-10 14:57:00,2019-02-10 15:06:00,2019-02-10 15:01:00,45,0.00018
2019-02-10 14:57:00,2019-02-10 15:09:00,2019-02-10 15:05:00,50,0.0024
2019-02-10 14:58:00,2019-02-10 15:12:00,2019-02-10 15:05:00,70,0.00042
2019-02-10 14:58:00,2019-02-10 15:00:00,2019-02-10 14:59:00,C,
2019-02-10 14:58:00,2019-02-10 15:18:00,2019-02-10 15:07:00,C,
2019-02-10 14:58:00,2019-02-10 15:09:00,2019-02-10 15:06:00,C,
2019-02-10 14:58:00,2019-02-10 15:07:00,2019-02-10 15:03:00,C,
2019-02-10 14:58:00,2019-02-10 15:11:00,2019-02-10 15:05:00,19,0.0011
2019-02-10 14:58:00,2019-02-10 15:04:00,2019-02-10 15:01:00,93,0.00021
2019-02-10 14:58:00,2019-02-10 15:04:00,2019-02-10 15:01:00,90,0.0002
2019-02-10 14:58:00,2019-02-10 15:03:00,2019-02-10 15:01:00,C,
2019-02-10 14:59:00,2019-02-10 15:31:00,2019-02-10 15:15:00,11,0.0013
2019-02-10 14:59:00,2019-02-10 15:09:00,2019-02-10 15:04:00,25,0.00011
2019-02-10 14:59:00,2019-02-10 15:10:00,2019-02-10 15:06:00,C,
2019-02-10 14:59:00,2019-02-10 15:26:00,2019-02-10 15:11:00,19,0.0022
2019-02-10 14:59:00,2019-02-10 15:11:00,2019-02-10 15:04:00,11,0.00062
2019-02-10 15:00:00,2019-02-10 15:07:00,2019-02-10 15:04:00,96,0.00026
2019-02-10 15:00:00,2019-02-10 15:31:00,2019-02-10 15:15:00,13,0.0021
2019-02-10 15:00:00,2019-02-10 15:07:00,2019-02-10 15:04:00,14,3.5e-05
2019-02-10 15:00:00,2019-02-10 15:09:00,2019-02-10 15:03:00,30,0.00011
2019-02-10 15:00:00,2019-02-10 15:23:00,2019-02-10 15:14:00,77,0.00071
2019-02-10 15:00:00,2019-02-10 15:09:00,2019-02-10 15:04:00,45,0.00016
2019-02-10 15:01:00,2019-02-10 15:08:00,2019-02-10 15:05:00,B,
2019-02-10 15:01:00,2019-02-10 15:11:00,2019-02-10 15:06:00,15,0.00067
2019-02-10 15:01:00,2019-02-10 15:07:00,2019-02-10 15:04:00,84,0.00018
2019-02-10 15:01:00,2019-02-10 15:14:00,2019-02-10 15:10:00,C,
2019-02-10 15:01:00,2019-02-10 15:08:00,2019-02-10 15:06:00,21,0.00058
2019-02-10 15:02:00,2019-02-10 15:09:00,2019-02-10 15:05:00,22,0.00062
2019-02-10 15:02:00,2019-02-10 15:09:00,2019-02-10 15:06:00,51,0.00014
2019-02-10 15:02:00,2019-02-10 15:10:00,2019-02-10 15:06:00,61,0.0002
2019-02-10 15:02:00,2019-02-10 15:30:00,2019-02-10 15:18:00,78,0.00087
2019-02-10 15:02:00,2019-02-10 15:12:00,2019-02-10 15:07:00,B,
2019-02-10 15:02:00,2019-02-10 18:55:00,2019-02-10 15:56:00,17,0.02
2019-02-10 15:03:00,2019-02-10 15:34:00,2019-02-10 15:20:00,C,
2019-02-10 15:03:00,2019-02-10 15:16:00,2019-02-10 15:12:00,C,
2019-02-10 15:03:00,2019-02-10 15:15:00,2019-02-10 15:08:00,B,
2019-02-10 15:03:00,2019-02-10 15:21:00,2019-02-10 15:13:00,42,0.0004
2019-02-10 15:03:00,2019-02-10 16:55:00,2019-02-10 15:50:00,C,
2019-02-10 15:04:00,2019-02-10 15:15:00,2019-02-10 15:08:00,30,0.0002
2019-02-10 15:04:00,2019-02-10 15:54:00,2019-02-10 15:22:00,23,0.0058
2019-02-10 15:04:00,2019-02-10 15:22:00,2019-02-10 15:14:00,63,0.0051
2019-02-10 15:04:00,2019-02-10 15:11:00,2019-02-10 15:08:00,68,0.00019
2019-02-10 15:04:00,2019-02-10 15:09:00,2019-02-10 15:07:00,C,
2019-02-10 15:04:00,2019-02-10 15:11:00,2019-02-10 15:08:00,C,
2019-02-10 15:04:00,2019-02-10 15:13:00,2019-02-10 15:08:00,25,0.00099
2019-02-10 15:04:00,2019-02-10 15:21:00,2019-02-10 15:12:00,C,
2019-02-10 15:05:00,2019-02-10 15:21:00,2019-02-10 15:12:00,66,0.00048
2019-02-10 15:05:00,2019-02-10 15:12:00,2019-02-10 15:08:00,20,0.00055
2019-02-10 15:05:00,2019-02-10 15:22:00,2019-02-10 15:18:00,16,0.00095
2019-02-10 15:05:00,2019-02-10 15:13:00,2019-02-10 15:08:00,66,0.00022
2019-02-10 15:06:00,2019-02-10 15:15:00,2019-02-10 15:10:00,31,0.00011
2019-02-10 15:06:00,2019-02-10 15:12:00,2019-02-10 15:10:00,B,
2019-02-10 15:06:00,2019-02-10 15:22:00,2019-02-10 15:17:00,B,
2019-02-10 15:06:00,2019-02-10 15:12:00,2019-02-10 15:09:00,C,
2019-02-10 15:06:00,2019-02-10 15:20:00,2019-02-10 15:11:00,C,
2019-02-10 15:06:00,2019-02-10 15:19:00,2019-02-10 15:12:00,M,
2019-02-10 15:07:00,2019-02-10 15:14:00,2019-02-10 15:11:00,26,0.00059
2019-02-10 15:07:00,2019-02-10 15:22:00,2019-02-10 15:11:00,C,
2019-02-10 15:07:00,2019-02-10 15:12:00,2019-02-10 15:09:00,33,0.00011
2019-02-10 15:07:00,2019-02-10 15:15:00,2019-02-10 15:10:00,18,0.00055
2019-02-10 15:07:00,2019-02-10 15:21:00,2019-02-10 15:15:00,M,
2019-02-10 15:07:00,2019-02-10 15:24:00,2019-02-10 15:15:00,C,
2019-02-10 15:07:00,2019-02-10 15:22:00,2019-02-10 15:15:00,B,
2019-02-10 15:07:00,2019-02-10 15:25:00,2019-02-10 15:10:00,12,0.0001
2019-02-10 15:08:00,2019-02-10 15:36:00,2019-02-10 15:21:00,M,
2019-02-10 15:08:00,2019-02-10 15:37:00,2019-02-10 15:13:00,19,0.0027
2019-02-10 15:08:00,2019-02-10 15:16:00,2019-02-10 15:13:00,C,
2019-02-10 15:08:00,2019-02-10 15:18:00,2019-02-10 15:12:00,C,
2019-02-10 15:08:00,2019-02-10 15:16:00,2019-02-10 15:12:00,B,
2019-02-10 15:09:00,2019-02-10 15:22:00,2019-02-10 15:17:00,C,
2019-02-10 15:09:00,2019-02-10 15:24:00,2019-02-10 15:17:00,11,0.00098
2019-02-10 15:09:00,2019-02-10 15:16:00,2019-02-10 15:13:00,11,0.00028
2019-02-10 15:09:00,2019-02-10 15:17:00,2019-02-10 15:13:00,14,4.3e-05
2019-02-10 15:09:00,2019-02-10 15:21:00,2019-02-10 15:16:00,18,0.00089
2019-02-10 15:09:00,2019-02-10 15:32:00,2019-02-10 15:17:00,C,
2019-02-10 15:09:00,2019-02-10 15:23:00,2019-02-10 15:15:00,B,
2019-02-10 15:09:00,2019-02-10 15:20:00,2019-02-10 15:14:00,11,5.6e-05
2019-02-10 15:09:00,2019-02-10 15:46:00,2019-02-10 15:34:00,35,0.0055
2019-02-10 15:09:00,2019-02-10 15:58:00,2019-02-10 15:41:00,12,0.025
2019-02-10 15:10:00,2019-02-10 15:21:00,2019-02-10 15:16:00,B,
2019-02-10 15:10:00,2019-02-10 15:22:00,2019-02-10 15:15:00,C,
2019-02-10 15:10:00,2019-02-10 15:36:00,2019-02-10 15:26:00,C,
2019-02-10 15:10:00,2019-02-10 15:19:00,2019-02-10 15:14:00,C,
2019-02-10 15:10:00,2019-02-10 15:37:00,2019-02-10 15:28:00,37,0.031
2019-02-10 15:10:00,2019-02-10 15:43:00,2019-02-10 15:26:00,41,0.0048
2019-02-10 15:10:00,2019-02-10 15:28:00,2019-02-10 15:20:00,22,0.0015
2019-02-10 15:10:00,2019-02-10 15:38:00,2019-02-10 15:30:00,35,0.026
2019-02-10 15:10:00,2019-02-10 15:19:00,2019-02-10 15:15:00,B,
2019-02-10 15:10:00,2019-02-10 15:19:00,2019-02-10 15:16:00,18,0.00059
2019-02-10 15:11:00,2019-02-10 15:54:00,2019-02-10 15:35:00,42,0.0083
2019-02-10 15:11:00,2019-02-10 15:20:00,2019-02-10 15:15:00,C,
2019-02-10 15:11:00,2019-02-10 15:18:00,2019-02-10 15:15:00,10,0.00027
2019-02-10 15:12:00,2019-02-10 15:17:00,2019-02-10 15:15:00,38,6.3e-05
2019-02-10 15:12:00,2019-02-10 15:40:00,2019-02-10 15:29:00,C,
2019-02-10 15:12:00,2019-02-10 15:32:00,2019-02-10 15:26:00,60,0.00057
2019-02-10 15:12:00,2019-02-10 15:23:00,2019-02-10 15:19:00,C,
2019-02-10 15:12:00,2019-02-10 15:24:00,2019-02-10 15:17:00,43,0.00024
2019-02-10 15:12:00,2019-02-10 15:34:00,2019-02-10 15:20:00,51,0.00046
2019-02-10 15:12:00,2019-02-10 15:26:00,2019-02-10 15:20:00,12,0.00076
2019-02-10 15:12:00,2019-02-10 16:12:00,2019-02-10 15:47:00,19,0.0054
2019-02-10 15:12:00,2019-02-10 15:22:00,2019-02-10 15:16:00,C,
2019-02-10 15:12:00,2019-02-10 15:20:00,2019-02-10 15:17:00,C,
2019-02-10 15:13:00,2019-02-10 15:19:00,2019-02-10 15:16:00,82,0.00018
2019-02-10 15:13:00,2019-02-10 15:30:00,2019-02-10 15:21:00,80,0.0049
2019-02-10 15:14:00,2019-02-10 15:20:00,2019-02-10 15:18:00,47,0.00081
2019-02-10 15:14:00,2019-02-10 15:29:00,2019-02-10 15:20:00,41,0.0035
2019-02-10 15:14:00,2019-02-10 15:26:00,2019-02-10 15:21:00,20,0.00085
2019-02-10 15:14:00,2019-02-10 15:24:00,2019-02-10 15:21:00,B,
2019-02-10 15:14:00,2019-02-10 15:56:00,2019-02-10 15:37:00,16,0.0033
2019-02-10 15:14:00,2019-02-10 15:19:00,2019-02-10 15:17:00,C,
2019-02-10 15:14:00,2019-02-10 15:21:00,2019-02-10 15:18:00,20,4.7e-05
2019-02-10 15:15:00,2019-02-10 15:30:00,2019-02-10 15:22:00,14,0.0001
2019-02-10 15:15:00,2019-02-10 15:21:00,2019-02-10 15:18:00,52,0.00011
2019-02-10 15:15:00,2019-02-10 15:23:00,2019-02-10 15:19:00,B,
2019-02-10 15:15:00,2019-02-10 16:38:00,2019-02-10 16:04:00,11,0.0042
2019-02-10 15:15:00,2019-02-10 15:38:00,2019-02-10 15:26:00,C,
2019-02-10 15:15:00,2019-02-10 15:20:00,2019-02-10 15:18:00,C,
2019-02-10 15:15:00,2019-02-10 15:39:00,2019-02-10 15:26:00,C,
2019-02-10 15:16:00,2019-02-10 15:28:00,2019-02-10 15:21:00,B,
2019-02-10 15:16:00,2019-02-10 15:50:00,2019-02-10 15:35:00,37,0.00066
2019-02-10 15:16:00,2019-02-10 15:29:00,2019-02-10 15:22:00,23,0.0014
2019-02-10 15:16:00,2019-02-10 15:31:00,2019-02-10 15:23:00,B,
2019-02-10 15:16:00,2019-02-10 15:22:00,2019-02-10 15:19:00,52,0.00011
2019-02-10 15:17:00,2019-02-10 15:24:00,2019-02-10 15:22:00,47,0.00095
2019-02-10 15:17:00,2019-02-10 15:35:00,2019-02-10 15:29:00,95,0.001
2019-02-10 15:17:00,2019-02-10 15:25:00,2019-02-10 15:22:00,C,
2019-02-10 15:17:00,2019-02-10 15:33:00,2019-02-10 15:25:00,59,0.0037
2019-02-10 15:17:00,2019-02-10 15:26:00,2019-02-10 15:21:00,B,
2019-02-10 15:17:00,2019-02-10 15:25:00,2019-02-10 15:21:00,11,0.00034
2019-02-10 15:17:00,2019-02-10 15:29:00,2019-02-10 15:22:00,57,0.00032
2019-02-10 15:18:00,2019-02-10 15:41:00,2019-02-10 15:29:00,C,
2019-02-10 15:18:00,2019-02-10 15:24:00,2019-02-10 15:22:00,11,0.00024
2019-02-10 15:18:00,2019-02-10 15:23:00,2019-02-10 15:21:00,11,0.00018
2019-02-10 15:18:00,2019-02-10 15:24:00,2019-02-10 15:21:00,C,
2019-02-10 15:18:00,2019-02-10 15:53:00,2019-02-10 15:36:00,M,
2019-02-10 15:18:00,2019-02-10 15:23:00,2019-02-10 15:21:00,53,8.7e-05
2019-02-10 15:19:00,2019-02-10 15:35:00,2019-02-10 15:23:00,24,0.00019
2019-02-10 15:19:00,2019-02-10 15:34:00,2019-02-10 15:26:00,64,0.00042
2019-02-10 15:19:00,2019-02-10 15:24:00,2019-02-10 15:22:00,C,
2019-02-10 15:19:00,2019-02-10 15:30:00,2019-02-10 15:22:00,10,0.00052
2019-02-10 15:19:00,2019-02-10 15:34:00,2019-02-10 15:29:00,96,0.0047
2019-02-10 15:19:00,2019-02-10 15:31:00,2019-02-10 15:29:00,C,
2019-02-10 15:19:00,2019-02-10 15:30:00,2019-02-10 15:25:00,83,0.00053
2019-02-10 15:19:00,2019-02-10 15:25:00,2019-02-10 15:22:00,41,8.7e-05
2019-02-10 15:20:00,2019-02-10 15:55:00,2019-02-10 15:25:00,42,0.00069
2019-02-10 15:20:00,2019-02-10 15:37:00,2019-02-10 15:34:00,C,
2019-02-10 15:20:00,2019-02-10 16:00:00,2019-02-10 15:36:00,11,0.0022
2019-02-10 15:20:00,2019-02-10 15:43:00,2019-02-10 15:28:00,C,
2019-02-10 15:20:00,2019-02-10 15:29:00,2019-02-10 15:25:00,12,0.00046
2019-02-10 15:20:00,2019-02-10 15:27:00,2019-02-10 15:25:00,B,
2019-02-10 15:21:00,2019-02-10 15:30:00,2019-02-10 15:27:00,39,0.0014
2019-02-10 15:21:00,2019-02-10 15:35:00,2019-02-10 15:27:00,35,0.0002
2019-02-10 15:21:00,2019-02-10 15:53:00,2019-02-10 15:34:00,58,0.0083
2019-02-10 15:21:00,2019-02-10 15:30:00,2019-02-10 15:26:00,28,0.0015
2019-02-10 15:21:00,2019-02-10 15:28:00,2019-02-10 15:24:00,10,2.7e-05
2019-02-10 15:21:00,2019-02-10 15:34:00,2019-02-10 15:27:00,12,0.00073
2019-02-10 15:21:00,2019-02-10 15:42:00,2019-02-10 15:32:00,13,0.0012
2019-02-10 15:21:00,2019-02-10 15:34:00,2019-02-10 15:27:00,24,0.0013
2019-02-10 15:22:00,2019-02-10 15:29:00,2019-02-10 15:26:00,23,0.00061
2019-02-10 15:22:00,2019-02-10 15:35:00,2019-02-10 15:27:00,C,
2019-02-10 15:22:00,2019-02-10 15:49:00,2019-02-10 15:36:00,C,
2019-02-10 15:22:00,2019-02-10 15:43:00,2019-02-10 15:30:00,C,
2019-02-10 15:23:00,2019-02-10 15:31:00,2019-02-10 15:27:00,17,0.00055
2019-02-10 15:23:00,2019-02-10 15:46:00,2019-02-10 15:31:00,75,0.0099
2019-02-10 15:23:00,2019-02-10 16:05:00,2019-02-10 15:53:00,13,0.00022
2019-02-10 15:23:00,2019-02-10 15:39:00,2019-02-10 15:30:00,C,
2019-02-10 15:23:00,2019-02-10 16:14:00,2019-02-10 15:41:00,13,0.00034
2019-02-10 15:24:00,2019-02-10 15:41:00,2019-02-10 15:29:00,15,0.0011
2019-02-10 15:24:00,2019-02-10 15:35:00,2019-02-10 15:29:00,12,0.00061
2019-02-10 15:24:00,2019-02-10 15:36:00,2019-02-10 15:29:00,B,
2019-02-10 15:24:00,2019-02-10 15:51:00,2019-02-10 15:45:00,M,
2019-02-10 15:24:00,2019-02-10 15:33:00,2019-02-10 15:29:00,C,
2019-02-10 15:24:00,2019-02-10 15:38:00,2019-02-10 15:30:00,C,
2019-02-10 15:24:00,2019-02-10 15:36:00,2019-02-10 15:31:00,32,0.00016
2019-02-10 15:24:00,2019-02-10 15:50:00,2019-02-10 15:34:00,50,0.0054
2019-02-10 15:25:00,2019-02-10 15:32:00,2019-02-10 15:29:00,62,0.00017
2019-02-10 15:25:00,2019-02-10 15:30:00,2019-02-10 15:27:00,C,
2019-02-10 15:25:00,2019-02-10 15:49:00,2019-02-10 15:33:00,C,
2019-02-10 15:25:00,2019-02-10 15:45:00,2019-02-10 15:31:00,10,0.00099
2019-02-10 15:25:00,2019-02-10 15:43:00,2019-02-10 15:33:00,79,0.00069
2019-02-10 15:25:00,2019-02-10 15:30:00,2019-02-10 15:28:00,25,0.00036
2019-02-10 15:25:00,2019-02-10 15:49:00,2019-02-10 15:39:00,C,
2019-02-10 15:26:00,2019-02-10 15:37:00,2019-02-10 15:31:00,22,0.001
2019-02-10 15:26:00,2019-02-10 15:37:00,2019-02-10 15:32:00,C,
2019-02-10 15:26:00,2019-02-10 15:37:00,2019-02-10 15:32:00,C,
2019-02-10 15:26:00,2019-02-10 17:16:00,2019-02-10 16:43:00,25,0.0081
2019-02-10 15:26:00,2019-02-10 15:39:00,2019-02-10 15:33:00,85,0.0042
2019-02-10 15:26:00,2019-02-10 15:38:00,2019-02-10 15:33:00,37,0.016
2019-02-10 15:26:00,2019-02-10 15:34:00,2019-02-10 15:30:00,19,6.4e-05
2019-02-10 15:26:00,2019-02-10 15:43:00,2019-02-10 15:40:00,C,
2019-02-10 15:26:00,2019-02-10 15:35:00,2019-02-10 15:30:00,44,0.00017
2019-02-10 15:26:00,2019-02-10 15:36:00,2019-02-10 15:30:00,84,0.00037
2019-02-10 15:26:00,2019-02-10 15:54:00,2019-02-10 15:35:00,22,0.0028
2019-02-10 15:26:00,2019-02-10 15:46:00,2019-02-10 15:35:00,26,0.0021
2019-02-10 15:27:00,2019-02-10 15:31:00,2019-02-10 15:29:00,B,
2019-02-10 15:27:00,2019-02-10 15:44:00,2019-02-10 15:36:00,M,
2019-02-10 15:27:00,2019-02-10 15:41:00,2019-02-10 15:33:00,16,0.0011
2019-02-10 15:27:00,2019-02-10 16:44:00,2019-02-10 16:28:00,95,0.0039
2019-02-10 15:27:00,2019-02-10 15:37:00,2019-02-10 15:32:00,77,0.0027
2019-02-10 15:27:00,2019-02-10 15:35:00,2019-02-10 15:32:00,73,0.00023
2019-02-10 15:27:00,2019-02-10 15:50:00,2019-02-10 15:45:00,56,0.004
2019-02-10 15:28:00,2019-02-10 16:31:00,2019-02-10 15:44:00,17,0.00061
2019-02-10 15:28:00,2019-02-10 15:35:00,2019-02-10 15:32:00,23,6.3e-05
2019-02-10 15:28:00,2019-02-10 16:16:00,2019-02-10 15:42:00,66,0.0015
2019-02-10 15:28:00,2019-02-10 15:34:00,2019-02-10 15:31:00,20,0.00043
2019-02-10 15:28:00,2019-02-10 15:39:00,2019-02-10 15:36:00,C,
2019-02-10 15:28:00,2019-02-10 15:37:00,2019-02-10 15:32:00,13,0.0005
2019-02-10 15:29:00,2019-02-10 15:55:00,2019-02-10 15:43:00,C,
2019-02-10 15:29:00,2019-02-10 16:01:00,2019-02-10 15:40:00,74,0.0013
2019-02-10 15:29:00,2019-02-10 15:50:00,2019-02-10 15:39:00,73,0.00081
2019-02-10 15:29:00,2019-02-10 15:41:00,2019-02-10 15:34:00,17,8.4e-05
2019-02-10 15:29:00,2019-02-10 15:41:00,2019-02-10 15:35:00,B,
2019-02-10 15:29:00,2019-02-10 15:38:00,2019-02-10 15:34:00,B,
2019-02-10 15:29:00,2019-02-10 15:41:00,2019-02-10 15:35:00,13,6.6e-05
2019-02-10 15:30:00,2019-02-10 15:56:00,2019-02-10 15:34:00,17,0.00023
2019-02-10 15:30:00,2019-02-10 15:37:00,2019-02-10 15:34:00,12,0.00051
2019-02-10 15:30:00,2019-02-10 15:35:00,2019-02-10 15:33:00,88,0.00014
2019-02-10 15:30:00,2019-02-10 15:49:00,2019-02-10 15:38:00,33,0.00031
2019-02-10 15:30:00,2019-02-10 15:41:00,2019-02-10 15:36:00,C,
2019-02-10 15:30:00,2019-02-10 15:40:00,2019-02-10 15:34:00,10,0.00047
2019-02-10 15:31:00,2019-02-10 15:38:00,2019-02-10 15:35:00,C,
2019-02-10 15:31:00,2019-02-10 15:42:00,2019-02-10 15:37:00,16,0.00069
2019-02-10 15:31:00,2019-02-10 18:30:00,2019-02-10 17:19:00,42,0.033
2019-02-10 15:31:00,2019-02-10 15:53:00,2019-02-10 15:42:00,C,
2019-02-10 15:31:00,2019-02-10 15:44:00,2019-02-10 15:36:00,82,0.00049
2019-02-10 15:31:00,2019-02-10 15:45:00,2019-02-10 15:36:00,45,0.00029
2019-02-10 15:32:00,2019-02-10 15:52:00,2019-02-10 15:46:00,67,0.042
2019-02-10 15:32:00,2019-02-10 15:43:00,2019-02-10 15:38:00,81,0.0004
2019-02-10 15:32:00,2019-02-10 15:43:00,2019-02-10 15:36:00,23,0.001
2019-02-10 15:32:00,2019-02-10 15:43:00,2019-02-10 15:38:00,B,
2019-02-10 15:33:00,2019-02-10 15:45:00,2019-02-10 15:39:00,54,0.0025
2019-02-10 15:33:00,2019-02-10 15:41:00,2019-02-10 15:37:00,59,0.002
2019-02-10 15:33:00,2019-02-10 15:45:00,2019-02-10 15:38:00,56,0.00042
2019-02-10 15:33:00,2019-02-10 16:31:00,2019-02-10 16:13:00,C,
2019-02-10 15:33:00,2019-02-10 16:33:00,2019-02-10 15:57:00,11,0.0035
2019-02-10 15:33:00,2019-02-10 15:45:00,2019-02-10 15:41:00,33,0.00015
2019-02-10 15:33:00,2019-02-10 15:59:00,2019-02-10 15:52:00,17,0.002
2019-02-10 15:34:00,2019-02-10 15:45:00,2019-02-10 15:39:00,13,0.00067
2019-02-10 15:34:00,2019-02-10 16:03:00,2019-02-10 15:47:00,15,0.0023
2019-02-10 15:34:00,2019-02-10 16:14:00,2019-02-10 15:43:00,44,0.0073
2019-02-10 15:34:00,2019-02-10 15:42:00,2019-02-10 15:39:00,84,0.0022
2019-02-10 15:34:00,2019-02-10 15:55:00,2019-02-10 15:40:00,C,
2019-02-10 15:34:00,2019-02-10 15:40:00,2019-02-10 15:37:00,79,0.00017
2019-02-10 15:35:00,2019-02-10 15:57:00,2019-02-10 15:46:00,95,0.001
2019-02-10 15:35:00,2019-02-10 16:05:00,2019-02-10 15:42:00,B,
2019-02-10 15:35:00,2019-02-10 15:43:00,2019-02-10 15:39:00,C,
2019-02-10 15:35:00,2019-02-10 15:45:00,2019-02-10 15:38:00,B,
2019-02-10 15:35:00,2019-02-10 17:44:00,2019-02-10 16:40:00,C,
2019-02-10 15:35:00,2019-02-10 15:50:00,2019-02-10 15:42:00,C,
